DocumentId,PartnerId,DocumentDate,City,Sales
798964,954,6/27/2022,ARAD,"1,188"
798967,9541,6/27/2022,ODORHEIU SECUIESC,"1,549"
798969,1098,6/27/2022,BUCURESTI SECTORUL 5,848
798974,12432,6/27/2022,HARGHITA,811
798976,554,6/27/2022,CRAIOVA,991
798978,10776,6/27/2022,GALATI,465
798981,633,6/27/2022,BARLAD,572
798983,316,6/27/2022,TIMISOARA,223
798985,780,6/27/2022,OTOPENI,378
798988,780,6/27/2022,OTOPENI,457
798990,7021,6/27/2022,BECLEAN,"3,464"
799015,6387,6/27/2022,BICAZ,"1,725"
799041,690,6/27/2022,SOVATA,266
799043,5394,6/27/2022,SIGHISOARA,378
799048,12085,6/27/2022,MACEA,491
799050,8362,6/27/2022,CARANSEBES,"1,159"
799052,1106,6/27/2022,SUCEAVA,"1,025"
799056,11292,6/27/2022,MIERCUREA CIUC,566
799068,1809,6/27/2022,BRASOV,300
799069,1809,6/27/2022,BRASOV,331
799071,1098,6/27/2022,BUCURESTI SECTORUL 6,"1,262"
799073,12431,6/27/2022,TECUCI,304
799077,8655,6/27/2022,MIERCUREA CIUC,299
799080,12083,6/27/2022,MIERCUREA CIUC,788
799085,9694,6/27/2022,BIVOLARIA,569
799087,9908,6/27/2022,SFANTU  GHEORGHE,752
799089,162,6/27/2022,SOVATA,"1,732"
799093,162,6/27/2022,SOVATA,698
799097,162,6/27/2022,SOVATA,"1,783"
799101,162,6/27/2022,SOVATA,769
799103,162,6/27/2022,SOVATA,375
799153,162,6/28/2022,SOVATA,285
799157,6326,6/24/2022,CLUJ NAPOCA,445
799164,8456,6/28/2022,SINAIA,"1,217"
799166,6130,6/24/2022,CLUJ,74
799167,162,6/28/2022,SOVATA,"5,786"
799169,6130,6/24/2022,CLUJ,74
799170,6130,6/24/2022,CLUJ,74
799171,6130,6/24/2022,CLUJ,74
799173,162,6/28/2022,SOVATA,"2,327"
799192,9690,6/28/2022,TARGU MURES,252
799205,12467,6/28/2022,BRASOV,"1,812"
799211,615,6/28/2022,CORUNCA,228
799219,12466,6/28/2022,TARGU MURES,"1,246"
799232,791,6/28/2022,DROBETA TURNU SEVERIN,"1,425"
799235,7506,6/28/2022,BUCURESTI SECTORUL 3,590
799238,11893,6/28/2022,DEJ,200
799242,12083,6/28/2022,MIERCUREA CIUC,150
799244,10108,6/28/2022,CONSTANTA,"2,456"
799249,10108,6/28/2022,NAVODARI,109
799269,6027,6/28/2022,TIMISOARA,548
799285,10648,6/28/2022,NEGRESTI-OAS,"3,016"
799304,1018,6/28/2022,SIGHETU MARMATIEI,282
799317,113,6/28/2022,DEJ,"7,396"
799320,9214,6/28/2022,ODORHEIU SECUIESC,175
799327,7579,6/28/2022,BAIA MARE,416
799330,113,6/28/2022,DEJ,42
799332,1073,6/28/2022,BUCURESTI,155
799335,10072,6/28/2022,BAIA MARE,"1,585"
799342,5324,6/28/2022,ODORHEIU SECUIESC,183
799344,8655,6/28/2022,MIERCUREA CIUC,321
799346,4814,6/28/2022,ODORHEIU SECUIESC,"1,029"
799348,505,6/28/2022,FOCSANI,"1,349"
799353,8191,6/28/2022,BUCURESTI SECTORUL 6,"11,271"
799357,1098,6/28/2022,BUCURESTI SECTORUL 3,711
799376,1141,6/28/2022,GHIRODA,"1,130"
799380,11797,6/28/2022,TIMISOARA,"3,194"
799387,316,6/28/2022,TIMISOARA,132
799391,1851,6/28/2022,MIERCUREA CIUC,310
799393,650,6/28/2022,PETROSANI,"2,430"
799395,9080,6/28/2022,ZABALA,"1,026"
799416,12166,6/28/2022,TIMISOARA,291
799421,11119,6/28/2022,ARAD,100
799423,533,6/28/2022,BAIA MARE,415
799427,10550,6/28/2022,RAMNICU VALCEA,"1,331"
799429,10550,6/28/2022,PITESTI,686
799434,1851,6/28/2022,MIERCUREA CIUC,80
799438,12470,6/28/2022,CONSTANTA,322
799442,12236,6/28/2022,DEVA,0
799454,7047,6/28/2022,PRAID,905
799456,11255,6/28/2022,HARLAU,892
799464,8655,6/28/2022,MIERCUREA CIUC,229
799466,8655,6/28/2022,MIERCUREA CIUC,"1,078"
799467,6130,6/24/2022,CLUJ,"9,260"
799474,8655,6/28/2022,MIERCUREA CIUC,596
799475,8655,6/28/2022,MIERCUREA CIUC,457
799489,10771,6/28/2022,TURDA,"1,631"
799502,4624,6/28/2022,DETA,"1,132"
799504,4775,6/28/2022,TIMISOARA,760
799532,8923,6/29/2022,TARGU FRUMOS,548
799549,12229,6/29/2022,CORUNCA,"1,117"
799567,12229,6/29/2022,CORUNCA,39
799591,6919,6/29/2022,BRASOV,311
799593,10920,6/29/2022,SICASAU,469
799612,10771,6/29/2022,TURDA,"1,093"
799613,7998,6/29/2022,TARGU JIU,"1,539"
799615,8191,6/29/2022,BUCURESTI SECTORUL 6,626
799617,10771,6/29/2022,TURDA,87
799665,10771,6/29/2022,TURDA,142
799678,12229,6/29/2022,CORUNCA,59
799681,1139,6/29/2022,CRISTESTI,897
799724,12464,6/29/2022,PIATRA NEAMT,"1,130"
799732,12463,6/29/2022,NICULITEL,"2,896"
799737,10874,6/29/2022,SIGHETU MARMATIEI,812
799738,12431,6/29/2022,TECUCI,"3,529"
799740,11655,6/29/2022,BUCURESTI SECTORUL 1,457
799743,12070,6/29/2022,TG MURES,119
799744,11350,6/29/2022,TARGU MURES,318
799749,442,6/29/2022,TURDA,543
799752,11746,6/29/2022,SANSIMION,200
799755,7287,6/29/2022,TARGU MURES,457
799757,10220,6/29/2022,TARGU FRUMOS,270
799766,11945,6/29/2022,BUCURESTI SECTORUL 2,268
799795,12070,6/29/2022,TG MURES,146
799797,624,6/29/2022,CAREI,541
799799,624,6/29/2022,CAREI,543
799804,864,6/29/2022,MIERCUREA CIUC,598
799807,524,6/29/2022,PIATRA NEAMT,"1,429"
799809,524,6/29/2022,PIATRA NEAMT,233
799812,708,6/29/2022,CARANSEBES,"1,251"
799822,7128,6/29/2022,IASI,859
799830,162,6/29/2022,SOVATA,"1,138"
799837,11131,6/29/2022,TARGU MURES,316
799885,6919,6/30/2022,BRASOV,323
799892,6027,6/30/2022,TIMISOARA,"1,937"
799894,7569,6/30/2022,TIMISOARA,"1,373"
799899,723,6/30/2022,MOINESTI,833
799902,6588,6/30/2022,CRAIOVA,"1,749"
799905,4967,6/30/2022,CLUJ NAPOCA,796
799909,500,6/30/2022,FOCSANI,505
799911,8663,6/30/2022,CLUJ NAPOCA,864
799913,1098,6/30/2022,BUCURESTI SECTORUL 2,371
799918,10961,6/30/2022,BACIU,393
799920,8028,6/30/2022,CLUJ NAPOCA,58
799922,8028,6/30/2022,CLUJ NAPOCA,"2,336"
799924,10599,6/30/2022,FAGARAS,636
799926,6015,6/30/2022,TARGU MURES,511
799946,6342,6/30/2022,BUCURESTI SECTORUL 2,380
799948,554,6/30/2022,CRAIOVA,"1,038"
799953,11572,6/30/2022,BACAU,520
799997,11952,6/30/2022,ODORHEIU SECUIESC,52
800002,9515,6/30/2022,ODORHEIU SECUIESC,540
800004,11352,6/30/2022,IZVORUL MURESULUI,87
800006,856,6/30/2022,CLUJ-NAPOCA,548
800021,1038,6/30/2022,BUCURESTI SECTORUL 2,228
800023,1387,6/30/2022,CLUJ NAPOCA,"2,442"
800026,1430,6/30/2022,SANNICOLAU MARE,"1,234"
800028,1098,6/30/2022,BUCURESTI SECTORUL 3,371
800030,11966,6/30/2022,BACAU,747
800032,11966,6/30/2022,BACAU,141
800035,10690,6/30/2022,SULINA,510
800042,11246,6/30/2022,IZVOARE,"1,601"
800062,11514,6/30/2022,ZALAU,838
800103,4775,6/30/2022,TIMISOARA,"1,288"
800110,10112,6/30/2022,TIMISOARA,"1,150"
800129,12427,6/30/2022,BRASOV,421
800145,12357,6/30/2022,ZALAU,548
800162,10787,6/30/2022,INEU,299
800183,10504,7/1/2022,CODLEA,299
800191,161,7/1/2022,BRASOV,725
800193,11815,7/1/2022,RESITA,"1,298"
800226,11414,7/1/2022,MARTINIS,702
800241,8936,7/1/2022,CLUJ NAPOCA,375
800243,11520,7/1/2022,CLUJ NAPOCA,457
800245,161,7/1/2022,BUCURESTI SECTORUL 6,457
800247,12277,7/1/2022,TARGU MURES,532
800249,5390,7/1/2022,TARGU MURES,78
800251,10691,7/1/2022,TARGU MURES,116
800253,564,7/1/2022,TARGU-MURES,78
800255,8927,7/1/2022,CLUJ NAPOCA,87
800257,8927,7/1/2022,CLUJ NAPOCA,"1,815"
800259,12281,7/1/2022,BUCURESTI SECTORUL 2,820
800262,1145,7/1/2022,BRASOV,764
800272,1098,6/30/2022,BUCURESTI SECTORUL 6,114
800273,1098,6/30/2022,BUCURESTI SECTORUL 1,114
800291,1098,6/30/2022,BUCURESTI SECTORUL 3,133
800294,11502,7/1/2022,FAGARAS,507
800339,1098,7/1/2022,BUCURESTI SECTORUL 1,"1,043"
800344,1098,7/1/2022,BUCURESTI SECTORUL 1,"1,058"
800347,11514,7/1/2022,ZALAU,796
800350,11514,7/1/2022,ZALAU,199
800377,365,7/1/2022,ODORHEIU SECUIESC,354
800382,10634,7/1/2022,ZARNESTI,0
800384,12279,7/1/2022,BRASOV,0
800391,8655,7/4/2022,MIERCUREA CIUC,270
800396,12275,7/4/2022,ARMENIS,636
800398,11071,7/4/2022,TIMISOARA,449
800402,554,7/4/2022,CRAIOVA,"1,052"
800436,698,7/4/2022,TARGU-MURES,744
800443,10771,7/4/2022,TURDA,978
800446,11217,7/4/2022,TURDA,"1,025"
800453,917,7/4/2022,CODLEA,"1,527"
800462,11352,7/4/2022,IZVORUL MURESULUI,704
800470,793,7/4/2022,FAGARAS,656
800487,6557,7/4/2022,DUMBRAVITA,423
800515,12351,7/4/2022,NADLAC,930
800533,8191,7/4/2022,TIMISOARA,571
800535,10696,7/4/2022,SANNICOLAU MARE,658
800539,8362,7/4/2022,CARANSEBES,"1,924"
800545,1106,7/4/2022,SUCEAVA,"1,041"
800547,11119,7/4/2022,ARAD,609
800549,11119,7/4/2022,ARAD,658
800551,11567,7/4/2022,BUCURESTI SECTORUL 5,853
800555,6173,7/4/2022,TIMISOARA,772
800573,6727,7/4/2022,TARGU SECUIESC,"1,062"
800578,780,7/4/2022,OTOPENI,822
800586,9226,7/4/2022,SOVATA,610
800588,780,7/4/2022,OTOPENI,150
800590,1809,7/4/2022,BRASOV,411
800595,9833,7/4/2022,MIERCUREA CIUC,202
800604,316,7/4/2022,TIMISOARA,"1,336"
800627,954,7/4/2022,ARAD,"1,844"
800650,4518,7/4/2022,TARGU JIU,"1,530"
800654,4518,7/4/2022,TARGU JIU,"1,118"
800657,6050,7/4/2022,ODORHEIU SECUIESC,663
800662,316,7/4/2022,TIMISOARA,131
800666,1804,7/4/2022,TIMISOARA,"2,112"
800678,6246,7/4/2022,TARGU JIU,"1,469"
800722,6720,7/4/2022,IASI,433
800737,342,7/4/2022,MIERCUREA CIUC,"2,592"
800739,342,7/4/2022,MIERCUREA CIUC,495
800740,1720,7/4/2022,SACALAZ,0
800749,1098,7/4/2022,BUCURESTI SECTORUL 6,"1,316"
800750,1804,7/4/2022,TIMISOARA,449
800757,7059,7/4/2022,BRASOV,"1,310"
800761,1035,7/4/2022,OTOPENI,"2,028"
800767,1049,7/4/2022,ZETEA,317
800780,12421,7/4/2022,CURTICI,"1,366"
800871,12083,7/5/2022,MIERCUREA CIUC,765
800879,12411,7/5/2022,VULCAN,676
800919,9038,7/5/2022,TIMISOARA,154
800927,12260,7/5/2022,BUCURESTI SECTORUL 5,200
800929,6011,7/5/2022,IASI,209
800978,10709,7/5/2022,DUDESTII VECHI,309
801003,1098,7/5/2022,BUCURESTI SECTORUL 3,905
801077,5820,7/5/2022,BUCURESTI SECTORUL 5,629
801078,12054,7/5/2022,GIROC,0
801090,9833,7/5/2022,MIERCUREA CIUC,223
801092,8923,7/5/2022,TARGU FRUMOS,299
801131,864,7/5/2022,MIERCUREA CIUC,"2,499"
801136,8655,7/5/2022,MIERCUREA CIUC,252
801147,6246,7/5/2022,TARGU JIU,504
801152,11748,7/5/2022,GIROC,811
801153,9034,7/5/2022,BELOBRESCA,"1,877"
801155,6246,7/5/2022,CAMPU LUI NEAG,"2,054"
801160,12486,7/5/2022,HARGHITA,900
801165,12490,7/5/2022,HARGHITA,"1,316"
801170,9690,7/5/2022,TARGU MURES,319
801172,9080,7/5/2022,ZABALA,467
801174,10899,7/5/2022,TARGU MURES,270
801177,9080,7/5/2022,ZABALA,156
801182,10899,7/5/2022,TARGU MURES,626
801184,864,7/5/2022,MIERCUREA CIUC,207
801197,11444,7/5/2022,DROBETA TURNU SEVERIN,"1,145"
801214,1790,7/5/2022,GORNESTI,893
801217,6050,7/5/2022,ODORHEIU SECUIESC,457
801218,10504,7/5/2022,CODLEA,103
801220,12247,7/5/2022,BRASOV,0
801221,11502,7/5/2022,FAGARAS,0
801226,1141,7/5/2022,GHIRODA,"2,385"
801257,12355,7/6/2022,SIGHETU MARMATIEI,338
801266,10771,7/6/2022,TURDA,"1,304"
801281,505,7/6/2022,FOCSANI,"2,055"
801283,8456,7/6/2022,SINAIA,"1,245"
801288,6050,7/6/2022,CLUJ-NAPOCA,300
801294,486,7/6/2022,SOVATA,487
801302,6050,7/6/2022,GHEORGHENI,228
801307,8191,7/6/2022,CLUJ NAPOCA,"1,196"
801323,1058,7/6/2022,ODORHEIU SECUIESC,540
801349,10761,7/6/2022,GIROC,"1,346"
801352,10949,7/6/2022,LUGOJ,"2,625"
801367,11361,7/6/2022,TIMISOARA,897
801371,12029,7/6/2022,LUPENI,"1,495"
801374,152,7/6/2022,SANGEORGIU DE MURES,"1,773"
801381,152,7/6/2022,TARGU-MURES,"1,035"
801382,152,7/6/2022,SANGEORGIU DE MURES,816
801385,8191,7/6/2022,IASI,"1,338"
801389,8231,7/6/2022,SATU MARE,110
801413,8231,7/6/2022,SATU MARE,781
801420,8878,7/6/2022,FILIASI,554
801421,10691,7/6/2022,TARGU MURES,"1,706"
801422,6015,7/6/2022,TARGU MURES,"1,279"
801423,882,7/6/2022,TARGU-MURES,256
801428,257,7/6/2022,ODORHEIU SECUIESC,338
801430,6805,7/6/2022,TARGU MURES,"1,773"
801432,564,7/6/2022,TARGU-MURES,"1,330"
801433,882,7/6/2022,TARGU-MURES,997
801434,12316,7/6/2022,TARGU-MURES,332
801435,5390,7/6/2022,TARGU MURES,"1,108"
801446,6744,7/6/2022,ODORHEIU SECUIESC,300
801448,6573,7/6/2022,JIBOU,"1,990"
801462,7189,7/6/2022,BUCURESTI SECTORUL 3,505
801466,1098,7/6/2022,BUCURESTI SECTORUL 5,657
801484,12493,7/6/2022,TIMISOARA,"1,559"
801486,9552,7/6/2022,IASI,"2,605"
801503,10226,7/6/2022,DEJ,564
801508,7709,7/6/2022,BRASOV,388
801516,8682,7/6/2022,TIMISU DE JOS,"1,039"
801532,10599,7/7/2022,FAGARAS,598
801534,11984,7/7/2022,LIVEZENI,528
801551,9080,7/7/2022,ZABALA,0
801565,8682,7/7/2022,TIMISU DE JOS,39
801569,8456,7/7/2022,SINAIA,470
801571,12411,7/7/2022,VULCAN,693
801573,12070,7/7/2022,TG MURES,470
801592,9080,7/7/2022,ZABALA,0
801597,8682,7/7/2022,TIMISU DE JOS,"4,653"
801605,7779,7/8/2022,MARGINA,150
801608,12085,7/7/2022,MACEA,763
801616,12426,7/7/2022,JIBOU,0
801618,7161,7/7/2022,ALBA IULIA,"1,142"
801628,6227,7/7/2022,BUCURESTI,0
801630,9541,7/7/2022,ODORHEIU SECUIESC,"9,513"
801632,10809,7/7/2022,ODORHEIU SECUIESC,457
801646,624,7/7/2022,CAREI,39
801650,1387,7/7/2022,CLUJ NAPOCA,89
801667,11016,7/7/2022,BRASOV,570
801668,11571,7/7/2022,TIMISOARA,0
801676,554,7/7/2022,ISALNITA,541
801678,11571,7/7/2022,TIMISOARA,811
801708,6307,7/7/2022,CLUJ NAPOCA,399
801713,6387,7/7/2022,BICAZ,"2,949"
801716,11801,7/7/2022,BAILE TUSNAD,797
801718,8448,7/7/2022,SIMLEU SILVANIEI,"1,571"
801732,1387,7/7/2022,CLUJ NAPOCA,"2,178"
801734,5866,7/7/2022,CLUJ NAPOCA,"1,071"
801737,6027,7/7/2022,TIMISOARA,"2,013"
801754,11132,7/7/2022,GIROC,"1,120"
801774,11945,7/7/2022,BUCURESTI SECTORUL 2,363
801784,11132,7/7/2022,GIROC,270
801786,7569,7/7/2022,TIMISOARA,"1,496"
801796,1191,7/7/2022,SFANTU  GHEORGHE,950
801797,4596,7/7/2022,ODORHEIU SECUIESC,"1,030"
801806,954,7/7/2022,ARAD,219
801814,11658,7/7/2022,BUCURESTI SECTORUL 3,307
801844,7652,7/7/2022,CAREI,108
801929,12247,7/8/2022,BRASOV,952
801931,7409,7/8/2022,BRASOV,277
801933,12467,7/8/2022,BRASOV,299
801946,667,7/8/2022,BRASOV,449
801949,1853,7/8/2022,BRASOV,801
801957,9890,7/8/2022,PREDEAL,154
801960,12495,7/8/2022,BRASOV,62
801975,7863,7/8/2022,N/A,82
801987,10112,7/8/2022,TIMISOARA,865
801990,11349,7/8/2022,MIERCUREA NIRAJULUI,"1,437"
802018,6027,7/8/2022,TIMISOARA,548
802023,11891,7/8/2022,TIMISOARA,722
802026,6027,7/8/2022,TIMISOARA,104
802028,113,7/8/2022,DEJ,"8,979"
802038,193,7/8/2022,TIMISOARA,"2,050"
802040,10023,7/8/2022,CLUJ NAPOCA,862
802042,9879,7/8/2022,ROMAN,347
802047,9694,7/8/2022,BIVOLARIA,338
802054,6557,7/8/2022,TIMISOARA,457
802059,6050,7/8/2022,VLAHITA,228
802069,9934,7/8/2022,BUCURESTI SECTORUL 2,590
802083,10802,7/8/2022,ROMAN,138
802087,12266,7/8/2022,BUCURESTI SECTORUL 6,994
802089,9831,7/8/2022,LETCANI,900
802092,780,7/8/2022,OTOPENI,236
802093,780,7/8/2022,OTOPENI,983
802094,12467,7/8/2022,BRASOV,470
802096,12466,7/8/2022,TARGU MURES,692
802103,9541,7/8/2022,ODORHEIU SECUIESC,54
802115,11168,7/8/2022,IASI,366
802116,864,7/8/2022,MIERCUREA CIUC,-205
802132,12494,7/8/2022,ODORHEIUL SECUIESC,143
802158,11876,7/11/2022,TIMISOARA,333
802165,1132,7/11/2022,ALBA-IULIA,897
802170,554,7/11/2022,CRAIOVA,"1,102"
802182,554,7/11/2022,CRAIOVA,"1,931"
802190,12085,7/11/2022,MACEA,289
802230,11119,7/11/2022,ARAD,548
802250,11119,7/11/2022,ARAD,"1,276"
802253,1073,7/11/2022,BUCURESTI,155
802282,1073,7/11/2022,BUCURESTI,465
802285,484,7/11/2022,PIATRA NEAMT,294
802290,1106,7/11/2022,SUCEAVA,936
802292,633,7/11/2022,BARLAD,839
802300,11352,7/11/2022,IZVORUL MURESULUI,427
802302,11301,7/11/2022,RUPEA,700
802307,6050,7/11/2022,TARGU MURES,412
802311,5394,7/11/2022,SIGHISOARA,449
802320,9676,7/11/2022,MOLDOVA NOUA,"2,411"
802323,954,7/11/2022,ARAD,"1,127"
802330,11966,7/11/2022,BACAU,811
802342,10634,7/11/2022,ZARNESTI,"1,106"
802344,316,7/11/2022,TIMISOARA,141
802363,1098,7/11/2022,BUCURESTI SECTORUL 6,790
802371,9833,7/11/2022,MIERCUREA CIUC,963
802381,4518,7/11/2022,TARGU JIU,"1,144"
802383,162,7/11/2022,SOVATA,"1,137"
802385,6448,7/11/2022,RADAUTI,338
802400,4518,7/11/2022,TARGU JIU,"1,269"
802405,10341,7/11/2022,DARABANI,"1,196"
802409,12419,7/11/2022,DARABANI,"1,196"
802413,10776,7/11/2022,GALATI,310
802431,5674,7/11/2022,VOLUNTARI,"1,111"
802437,12038,7/11/2022,GALATI,60
802464,6050,7/11/2022,ODORHEIU SECUIESC,647
802471,316,7/11/2022,TIMISOARA,985
802478,603,7/11/2022,BUCURESTI,498
802481,615,7/11/2022,CORUNCA,252
802483,12083,7/11/2022,MIERCUREA CIUC,260
802488,1035,7/11/2022,OTOPENI,"2,920"
802495,12279,7/11/2022,BRASOV,534
802497,554,7/11/2022,ISALNITA,"2,011"
802506,11999,7/11/2022,GALATI,"3,568"
802509,11119,7/11/2022,ARAD,100
802519,202,7/11/2022,ODORHEIU SECUIESC,"1,354"
802538,882,7/11/2022,TARGU-MURES,78
802555,1098,7/11/2022,BUCURESTI SECTORUL 6,"1,705"
802559,9214,7/11/2022,ODORHEIU SECUIESC,"1,210"
802571,1085,7/11/2022,BREBU NOU,437
802576,1085,7/11/2022,BREBU NOU,437
802589,1098,7/11/2022,BUCURESTI SECTORUL 3,780
802591,11556,7/11/2022,BUCURESTI SECTORUL 3,253
802612,12281,7/11/2022,BUCURESTI SECTORUL 2,270
802614,1142,7/11/2022,MARGHITA,550
802645,12431,7/12/2022,TECUCI,801
802654,12424,7/12/2022,MOINESTI,"1,195"
802662,281,7/12/2022,BUCURESTI SECTORUL 1,"4,948"
802673,12496,7/12/2022,CLUJ-NAPOCA,952
802679,11529,7/12/2022,MIERCUREA CIUC,270
802701,12165,7/12/2022,SFANTU  GHEORGHE,675
802703,12496,7/12/2022,CLUJ-NAPOCA,677
802707,524,7/12/2022,PIATRA NEAMT,"2,143"
802712,6358,7/12/2022,BAIA MARE,163
802718,1106,7/12/2022,SUCEAVA,"2,392"
802737,12358,7/12/2022,BRASOV,545
802739,12070,7/12/2022,TG MURES,532
802742,12070,7/12/2022,TG MURES,146
802743,1098,7/12/2022,BUCURESTI SECTORUL 1,911
802748,7826,7/12/2022,SFÂNTU GHEORGHE,207
802758,1098,7/12/2022,BUCURESTI SECTORUL 5,484
802763,11601,7/12/2022,IASI,547
802776,6557,7/12/2022,DUMBRAVITA,423
802781,193,7/12/2022,TIMISOARA,"2,963"
802787,12497,7/12/2022,MOINESTI,"1,235"
802789,12281,7/12/2022,BUCURESTI SECTORUL 2,100
802796,8655,7/12/2022,MIERCUREA CIUC,647
802805,8362,7/12/2022,CARANSEBES,"1,923"
802808,6944,7/12/2022,BRASOV,897
802810,10366,7/12/2022,ROZNOV,796
802818,690,7/12/2022,SOVATA,761
802826,9080,7/12/2022,ZABALA,"1,628"
802833,1804,7/12/2022,TIMISOARA,888
802848,11773,7/12/2022,ALBESTI,478
802850,10001,7/12/2022,RADAUTI,474
802853,11572,7/12/2022,BACAU,702
802859,12176,7/12/2022,SACALAZ,712
802865,9080,7/12/2022,ZABALA,296
802867,11325,7/12/2022,BUCURESTI,511
802875,8730,7/12/2022,BACAU,317
802884,505,7/12/2022,FOCSANI,714
802890,7021,7/12/2022,BECLEAN,"3,511"
802893,8655,7/12/2022,MIERCUREA CIUC,897
802907,864,7/12/2022,MIERCUREA CIUC,-797
802911,8655,7/12/2022,MIERCUREA CIUC,154
802915,8379,7/12/2022,OSICA DE SUS,"1,835"
802926,6246,7/12/2022,TARGU JIU,445
802929,7128,7/12/2022,IASI,878
802930,11095,7/12/2022,BAILE HERCULANE,407
802938,11095,7/12/2022,BAILE HERCULANE,25
802951,6246,7/12/2022,TARGU JIU,811
802958,1191,7/12/2022,SFANTU  GHEORGHE,457
802986,10941,7/12/2022,BAILE HERCULANE,684
802987,7569,7/12/2022,TIMISOARA,0
803005,1430,7/12/2022,SANNICOLAU MARE,686
803016,12498,7/12/2022,BUCURESTI,347
803138,690,7/13/2022,SOVATA,484
803192,324,7/14/2022,ODORHEIU SECUIESC,228
803194,12215,7/14/2022,BEIUS,967
803230,11350,7/14/2022,TARGU MURES,466
803250,574,7/14/2022,SOVATA,188
803257,8456,7/14/2022,SINAIA,775
803278,6050,7/14/2022,CRISTURU SECUIESC,228
803283,10771,7/14/2022,TURDA,"1,687"
803284,1139,7/14/2022,CRISTESTI,202
803291,708,7/14/2022,CARANSEBES,"1,007"
803294,5872,7/14/2022,CLUJ NAPOCA,581
803298,461,7/14/2022,ODORHEIU SECUIESC,200
803306,12404,7/14/2022,SAG,"1,903"
803307,1196,7/14/2022,CLUJ NAPOCA,383
803314,738,7/14/2022,CLUJ NAPOCA,789
803315,9751,7/14/2022,TIMISOARA,228
803323,6011,7/14/2022,IASI,209
803328,7998,7/14/2022,TARGU JIU,"1,634"
803332,12411,7/14/2022,VULCAN,58
803335,689,7/14/2022,TIMISOARA,"2,275"
803337,331,7/14/2022,BRASOV,60
803339,12411,7/14/2022,VULCAN,0
803341,6250,7/14/2022,BRASOV,270
803346,6437,7/14/2022,TIMISOARA,"1,879"
803348,650,7/14/2022,PETROSANI,"2,945"
803351,6173,7/14/2022,TIMISOARA,771
803359,11255,7/14/2022,HARLAU,"1,045"
803363,698,7/14/2022,TARGU-MURES,744
803364,7287,7/14/2022,TARGU MURES,228
803365,7287,7/14/2022,TARGU MURES,457
803367,1809,7/14/2022,BRASOV,270
803370,11131,7/14/2022,TARGU MURES,277
803371,10771,7/14/2022,TURDA,869
803375,5640,7/14/2022,TARGU MURES,212
803383,10829,7/14/2022,SOVATA,270
803386,9759,7/14/2022,TURDA,598
803390,442,7/14/2022,TURDA,"1,090"
803402,5987,7/14/2022,OTOPENI,"1,533"
803422,11159,7/14/2022,TG MURES,457
803424,11386,7/14/2022,TARGU FRUMOS,298
803426,12227,7/14/2022,TARGU FRUMOS,298
803429,143,7/14/2022,BRASOV,732
803430,9831,7/14/2022,LETCANI,604
803439,162,7/14/2022,SOVATA,232
803440,8923,7/14/2022,TARGU FRUMOS,548
803442,162,7/14/2022,SOVATA,12
803446,12263,7/14/2022,FALTICENI,509
803452,12229,7/14/2022,CORUNCA,553
803457,1809,7/14/2022,BRASOV,49
803474,1139,7/14/2022,CRISTESTI,682
803481,1139,7/14/2022,CRISTESTI,124
803496,11159,7/14/2022,TG MURES,348
803502,624,7/14/2022,CAREI,780
803505,10861,7/14/2022,OTELU ROSU,948
803508,360,7/14/2022,BUCURESTI SECTORUL 3,162
803512,690,7/14/2022,SOVATA,326
803520,193,7/14/2022,TIMISOARA,319
803530,11471,7/14/2022,BUCURESTI SECTORUL 3,"1,238"
803547,6027,7/14/2022,TIMISOARA,"1,333"
803549,7189,7/14/2022,BUCURESTI SECTORUL 3,548
803552,10769,7/14/2022,IASI,100
803555,11471,7/14/2022,BUCURESTI SECTORUL 3,32
803571,5872,7/14/2022,CLUJ NAPOCA,158
803576,11768,7/14/2022,SFANTU  GHEORGHE,715
803589,10599,7/14/2022,FAGARAS,636
803596,8434,7/14/2022,BRASOV,643
803607,316,7/14/2022,TIMISOARA,45
803614,12053,7/14/2022,IASI,"1,954"
803628,1073,7/14/2022,BUCURESTI,172
803639,10413,7/14/2022,IASI,166
803641,10413,7/14/2022,IASI,"1,123"
803688,6173,7/14/2022,TIMISOARA,661
803713,4775,7/14/2022,TIMISOARA,"1,008"
803738,5722,7/14/2022,ZOLTAN,685
803772,11555,7/15/2022,CLUJ NAPOCA,270
803773,11899,7/15/2022,BRASOV,109
803775,9580,7/15/2022,BODOC,270
803777,12411,7/15/2022,VULCAN,39
803805,11899,7/15/2022,BRASOV,99
803814,1663,7/15/2022,BAILE TUSNAD,"1,080"
803830,12281,7/15/2022,BUCURESTI SECTORUL 2,899
803838,11325,7/15/2022,BUCURESTI,123
803846,1658,7/15/2022,BAILE TUSNAD,"5,217"
803854,1663,7/15/2022,BAILE TUSNAD,26
803878,11444,7/15/2022,DROBETA TURNU SEVERIN,"1,173"
803886,6273,7/15/2022,CONSTANTA,835
803898,11899,7/15/2022,BRASOV,85
803918,10413,7/15/2022,IASI,13
803920,7189,7/15/2022,BUCURESTI SECTORUL 3,32
804005,5690,7/18/2022,MIERCUREA CIUC,879
804020,10418,7/18/2022,BAILE TUSNAD,440
804027,1385,7/18/2022,BAILE TUSNAD,"2,009"
804029,10418,7/18/2022,BAILE TUSNAD,"1,410"
804034,10418,7/18/2022,BAILE TUSNAD,"1,794"
